codeId		tcode		tablename					中文									英文														同义词	
DYWP8141		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:黑龙江									Waterway:RPK:MonthCompletion:Heilongjiang														水路:旅客周转量:当月:完成:黑龙江	
DYWP8142		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:上海									Waterway:RPK:MonthCompletion:Shanghai														水路:旅客周转量:当月:完成:上海	
DYWP8143		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:江苏									Waterway:RPK:MonthCompletion:Jiangsu														水路:旅客周转量:当月:完成:江苏	
DYWP8144		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:浙江									Waterway:RPK:MonthCompletion:Zhejiang														水路:旅客周转量:当月:完成:浙江	
DYWP8145		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:安徽									Waterway:RPK:MonthCompletion:Anhui														水路:旅客周转量:当月:完成:安徽	
DYWP8146		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:福建									Waterway:RPK:MonthCompletion:Fujian														水路:旅客周转量:当月:完成:福建	
DYWP8147		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:江西									Waterway:RPK:MonthCompletion:Jiangxi														水路:旅客周转量:当月:完成:江西	
DYWP8148		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:山东									Waterway:RPK:MonthCompletion:Shandong														水路:旅客周转量:当月:完成:山东	
DYWP8149		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:河南									Waterway:RPK:MonthCompletion:Henan														水路:旅客周转量:当月:完成:河南	
DYWP8150		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:湖北									Waterway:RPK:MonthCompletion:Hubei														水路:旅客周转量:当月:完成:湖北	
DYWP8151		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:湖南									Waterway:PassengerTransportation:TheMonthCompleted:Hunan														水路:旅客周转量:当月:完成:湖南	
DYWP8152		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:广东									Waterway:RPK:MonthCompletion:Guangdong														水路:旅客周转量:当月:完成:广东	
DYWP8153		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:广西									Waterway:RPK:MonthCompletion:Guangxi														水路:旅客周转量:当月:完成:广西	
DYWP8154		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:海南									Waterway:RPK:MonthCompletion:Hainan														水路:旅客周转量:当月:完成:海南	
DYWP8155		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:重庆									Waterway:RPK:MonthCompletion:Chongqing														水路:旅客周转量:当月:完成:重庆	
DYWP8156		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:四川									Waterway:RPK:MonthCompletion:Sichuan														水路:旅客周转量:当月:完成:四川	
DYWP8157		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:贵州									Waterway:RPK:MonthCompletion:Guizhou														水路:旅客周转量:当月:完成:贵州	
DYWP8158		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:云南									Waterway:RPK:MonthCompletion:Yunnan														水路:旅客周转量:当月:完成:云南	
DYWP8159		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:西藏									Waterway:RPK:MonthCompletion:Tibet														水路:旅客周转量:当月:完成:西藏	
DYWP8160		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:陕西									Waterway:RPK:MonthCompletion:Shaanxi														水路:旅客周转量:当月:完成:陕西	
DYWP8161		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:甘肃									Waterway:PassengerTransportation:TheMonthCompleted:Gansu														水路:旅客周转量:当月:完成:甘肃	
DYWP8162		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:青海									Waterway:RPK:MonthCompletion:Qinghai														水路:旅客周转量:当月:完成:青海	
DYWP8163		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:宁夏									Waterway:RPK:MonthCompletion:Ningxia														水路:旅客周转量:当月:完成:宁夏	
DYWP8164		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:新疆									Waterway:RPK:MonthCompletion:Xinjiang														水路:旅客周转量:当月:完成:新疆	
DYWP8165		DYH008		水路旅客运输量					水路:旅客周转量:当月:完成:不分地区									Waterway:RPK:MonthCompletion:RegardlessOfRegion														水路:旅客周转量:当月:完成:不分地区	
DYWP8166		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:总计									Waterway:RPK:CumulativePriorYear:Total														水路:旅客周转量:累计为去年:同期:总计	
DYWP8167		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:北京									Waterway:RPK:CumulativePriorYear:Beijing														水路:旅客周转量:累计为去年:同期:北京	
DYWP8168		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:天津									Waterway:RPK:CumulativePriorYear:Tianjin														水路:旅客周转量:累计为去年:同期:天津	
DYWP8169		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:河北									Waterway:RPK:CumulativePriorYear:Hebei														水路:旅客周转量:累计为去年:同期:河北	
DYWP8170		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:山西									Waterway:RPK:AccumulatedLastYear:Shanxi														水路:旅客周转量:累计为去年:同期:山西	
DYWP8171		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:内蒙古									Waterway:RPK:CumulativePriorYear:Mongolia														水路:旅客周转量:累计为去年:同期:内蒙古	
DYWP8172		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:辽宁									Waterway:RPK:CumulativePriorYear:Liaoning														水路:旅客周转量:累计为去年:同期:辽宁	
DYWP8173		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:吉林									Waterway:RPK:CumulativePriorYear:Jilin														水路:旅客周转量:累计为去年:同期:吉林	
DYWP8174		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:黑龙江									Waterway:RPK:CumulativePriorYear:Heilongjiang														水路:旅客周转量:累计为去年:同期:黑龙江	
DYWP8175		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:上海									Waterway:RPK:CumulativePriorYear:Shanghai														水路:旅客周转量:累计为去年:同期:上海	
DYWP8176		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:江苏									Waterway:RPK:CumulativePriorYear:Jiangsu														水路:旅客周转量:累计为去年:同期:江苏	
DYWP8177		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:浙江									Waterway:RPK:CumulativePriorYear:Zhejiang														水路:旅客周转量:累计为去年:同期:浙江	
DYWP8178		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:安徽									Waterway:RPK:CumulativePriorYear:Anhui														水路:旅客周转量:累计为去年:同期:安徽	
DYWP8179		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:福建									Waterway:RPK:CumulativePriorYear:Fujian														水路:旅客周转量:累计为去年:同期:福建	
DYWP8180		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:江西									Waterway:RPK:CumulativePriorYear:Jiangxi														水路:旅客周转量:累计为去年:同期:江西	
DYWP8181		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:山东									Waterway:RPK:CumulativePriorYear:Shandong														水路:旅客周转量:累计为去年:同期:山东	
DYWP8182		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:河南									Waterway:RPK:CumulativePriorYear:Henan														水路:旅客周转量:累计为去年:同期:河南	
DYWP8183		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:湖北									Waterway:RPK:CumulativePriorYear:Hubei														水路:旅客周转量:累计为去年:同期:湖北	
DYWP8184		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:湖南									Waterway:RPK:AccumulatedLastYear:Hunan														水路:旅客周转量:累计为去年:同期:湖南	
DYWP8185		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:广东									Waterway:RPK:CumulativePriorYear:Guangdong														水路:旅客周转量:累计为去年:同期:广东	
DYWP8186		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:广西									Waterway:RPK:CumulativePriorYear:Guangxi														水路:旅客周转量:累计为去年:同期:广西	
DYWP8187		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:海南									Waterway:RPK:CumulativePriorYear:Hainan														水路:旅客周转量:累计为去年:同期:海南	
DYWP8188		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:重庆									Waterway:RPK:CumulativePriorYear:Chongqing														水路:旅客周转量:累计为去年:同期:重庆	
DYWP8189		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:四川									Waterway:RPK:CumulativePriorYear:Sichuan														水路:旅客周转量:累计为去年:同期:四川	
DYWP8190		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:贵州									Waterway:RPK:CumulativePriorYear:Guizhou														水路:旅客周转量:累计为去年:同期:贵州	
DYWP8191		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:云南									Waterway:RPK:CumulativePriorYear:Yunnan														水路:旅客周转量:累计为去年:同期:云南	
DYWP8192		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:西藏									Waterway:RPK:CumulativePriorYear:Tibet														水路:旅客周转量:累计为去年:同期:西藏	
DYWP8193		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:陕西									Waterway:RPK:CumulativePriorYear:Shaanxi														水路:旅客周转量:累计为去年:同期:陕西	
DYWP8194		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:甘肃									Waterway:RPK:AccumulatedLastYear:Gansu														水路:旅客周转量:累计为去年:同期:甘肃	
DYWP8195		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:青海									Waterway:RPK:CumulativePriorYear:Qinghai														水路:旅客周转量:累计为去年:同期:青海	
DYWP8196		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:宁夏									Waterway:RPK:CumulativePriorYear:Ningxia														水路:旅客周转量:累计为去年:同期:宁夏	
DYWP8197		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:新疆									Waterway:RPK:CumulativePriorYear:Xinjiang														水路:旅客周转量:累计为去年:同期:新疆	
DYWP8198		DYH008		水路旅客运输量					水路:旅客周转量:累计为去年:同期:不分地区									Waterway:RPK:CumulativePriorYear:RegardlessOfRegion														水路:旅客周转量:累计为去年:同期:不分地区	
DYH009		DYH009		港口货物及旅客吞吐量					港口货物及旅客吞吐量									PortThroughput														港口货物及旅客吞吐量	
DYPT9001		DYH009		港口货物及旅客吞吐量					货物吞吐量:全国总计:计算:单位									NationalTotalCargoThroughput:CalculatingUnit														一、货物吞吐量[48_5]:全国总计:计算:单位	
DYPT9002		DYH009		港口货物及旅客吞吐量					货物吞吐量:沿海合计:计算:单位									CargoThroughput:CoastalTotal:CalculateUnit														一、货物吞吐量[48_5]:1.沿海合计:计算:单位	
DYPT9003		DYH009		港口货物及旅客吞吐量					货物吞吐量:沿海:大连:计算:单位									CargoThroughput:Coastal:DalianPort:TheUnitOfMeasure														一、货物吞吐量[48_5]:#大连:计算:单位	
DYPT9004		DYH009		港口货物及旅客吞吐量					货物吞吐量:沿海:营口:计算:单位									CargoThroughput:Coastal:YingkouPort:ComputeUnits														一、货物吞吐量[48_5]:营口:计算:单位	
DYPT9005		DYH009		港口货物及旅客吞吐量					货物吞吐量:沿海:秦皇岛:计算:单位									CargoThroughput:Coastal:QinhuangdaoPort:ComputeUnits														一、货物吞吐量[48_5]:秦皇岛:计算:单位	
DYPT9006		DYH009		港口货物及旅客吞吐量					货物吞吐量:沿海:黄骅:计算:单位									CargoThroughput:Coastal:HuanghuaPort:ComputeUnits														一、货物吞吐量[48_5]:黄骅:计算:单位	
DYPT9007		DYH009		港口货物及旅客吞吐量					货物吞吐量:沿海:唐山:计算:单位									CargoThroughput:Coastal:TangshanPort:TheUnit														一、货物吞吐量[48_5]:唐山:计算:单位	
DYPT9008		DYH009		港口货物及旅客吞吐量					货物吞吐量:沿海:天津:计算:单位									CargoThroughput:Coastal:TianjinPort:ComputeUnits														一、货物吞吐量[48_5]:天津:计算:单位	
DYPT9009		DYH009		港口货物及旅客吞吐量					货物吞吐量:沿海:烟台:计算:单位									CargoThroughput:Coastal:Yantai:ComputeUnits														一、货物吞吐量[48_5]:烟台:计算:单位	
DYPT9010		DYH009		港口货物及旅客吞吐量					货物吞吐量:沿海:青岛:计算:单位									CargoThroughput:Coastal:QingdaoPort:ComputeUnits														一、货物吞吐量[48_5]:青岛:计算:单位	
DYPT9011		DYH009		港口货物及旅客吞吐量					货物吞吐量:沿海:日照:计算:单位									CargoThroughput:Coastal:RizhaoPort:ComputeUnits														一、货物吞吐量[48_5]:日照:计算:单位	
DYPT9012		DYH009		港口货物及旅客吞吐量					货物吞吐量:沿海:上海:计算:单位									CargoThroughput:Coastal:Shanghai:ComputeUnits														一、货物吞吐量[48_5]:上海:计算:单位	
DYPT9013		DYH009		港口货物及旅客吞吐量					货物吞吐量:沿海:连云港:计算:单位									CargoThroughput:Coastal:Lianyungang:ComputeUnits														一、货物吞吐量[48_5]:连云港:计算:单位	
DYPT9014		DYH009		港口货物及旅客吞吐量					货物吞吐量:沿海:宁波-舟山港:计算:单位									CargoThroughput:Coastal:Ningbo-ZhoushanPort:ComputeUnits														一、货物吞吐量[48_5]:宁波-舟山港:计算:单位	
DYPT9015		DYH009		港口货物及旅客吞吐量					货物吞吐量:沿海:福州:计算:单位									CargoThroughput:Coastal:FuzhouPort:ComputeUnits														一、货物吞吐量[48_5]:福州:计算:单位	
DYPT9016		DYH009		港口货物及旅客吞吐量					货物吞吐量:沿海:泉州:计算:单位									CargoThroughput:Coastal:QuanzhouPort:TheUnitOfMeasure														一、货物吞吐量[48_5]:泉州:计算:单位	
DYPT9017		DYH009		港口货物及旅客吞吐量					货物吞吐量:沿海:厦门:计算:单位									CargoThroughput:Coastal:XiamenPort:ComputeUnits														一、货物吞吐量[48_5]:厦门:计算:单位	
DYPT9018		DYH009		港口货物及旅客吞吐量					货物吞吐量:沿海:深圳:计算:单位									CargoThroughput:Coastal:ShenzhenPort:ComputeUnits														一、货物吞吐量[48_5]:深圳:计算:单位	
DYPT9019		DYH009		港口货物及旅客吞吐量					货物吞吐量:沿海:广州:计算:单位									CargoThroughput:Coastal:GuangzhouPort:ComputeUnits														一、货物吞吐量[48_5]:广州:计算:单位	
DYPT9020		DYH009		港口货物及旅客吞吐量					货物吞吐量:沿海:湛江:计算:单位									CargoThroughput:Coastal:ZhanjiangPort:ComputeUnits														一、货物吞吐量[48_5]:湛江:计算:单位	
DYPT9021		DYH009		港口货物及旅客吞吐量					货物吞吐量:沿海:北部湾港:计算:单位									"CargoThroughput:Coastal:NorthBay,HongKong:TheUnitOfMeasure"														一、货物吞吐量[48_5]:北部湾港:计算:单位	
DYPT9022		DYH009		港口货物及旅客吞吐量					货物吞吐量:内河合计:计算:单位									CargoThroughput:RiverTotal:CalculateUnit														一、货物吞吐量[48_5]:2.内河合计:计算:单位	
DYPT9023		DYH009		港口货物及旅客吞吐量					货物吞吐量:内河:南京:计算:单位									CargoThroughput:River:NanjingPort:ComputeUnits														一、货物吞吐量[48_5]:#南京:计算:单位	
DYPT9024		DYH009		港口货物及旅客吞吐量					货物吞吐量:内河:镇江:计算:单位									CargoThroughput:River:ZhenjiangPort:TheUnitOfMeasure														一、货物吞吐量[48_5]:镇江:计算:单位	
DYPT9025		DYH009		港口货物及旅客吞吐量					货物吞吐量:内河:苏州:计算:单位									CargoThroughput:River:SuzhouPort:ComputeUnits														一、货物吞吐量[48_5]:苏州:计算:单位	
DYPT9026		DYH009		港口货物及旅客吞吐量					货物吞吐量:内河:南通:计算:单位									CargoThroughput:River:NantongPort:TheUnit														一、货物吞吐量[48_5]:南通:计算:单位	
DYPT9027		DYH009		港口货物及旅客吞吐量					货物吞吐量:内河:江阴:计算:单位									CargoThroughput:River:JiangyinPort:TheUnit														一、货物吞吐量[48_5]:江阴:计算:单位	
DYPT9028		DYH009		港口货物及旅客吞吐量					货物吞吐量:内河:泰州:计算:单位									CargoThroughput:River:TaizhouPort:ComputeUnits														一、货物吞吐量[48_5]:泰州:计算:单位	
DYPT9029		DYH009		港口货物及旅客吞吐量					货物吞吐量:内河:无锡:计算:单位									CargoThroughput:River:WuxiPort:TheUnit														一、货物吞吐量[48_5]:无锡:计算:单位	
DYPT9030		DYH009		港口货物及旅客吞吐量					货物吞吐量:内河:上海:计算:单位									CargoThroughput:River:Shanghai:ComputeUnits														一、货物吞吐量[48_5]:上海:计算:单位	
DYPT9031		DYH009		港口货物及旅客吞吐量					货物吞吐量:内河:杭州:计算:单位									CargoThroughput:River:HangzhouHongKong:TheUnitOfMeasure														一、货物吞吐量[48_5]:杭州:计算:单位	
DYPT9032		DYH009		港口货物及旅客吞吐量					货物吞吐量:内河:嘉兴内河:计算:单位									CargoThroughput:River:JiaxingRiverPort:ComputeUnits														一、货物吞吐量[48_5]:嘉兴内河:计算:单位	
DYPT9033		DYH009		港口货物及旅客吞吐量					货物吞吐量:内河:湖州:计算:单位									CargoThroughput:River:HuzhouPort:TheUnit														一、货物吞吐量[48_5]:湖州:计算:单位	
DYPT9034		DYH009		港口货物及旅客吞吐量					货物吞吐量:内河:芜湖:计算:单位									CargoThroughput:River:WuhuPort:TheUnit														一、货物吞吐量[48_5]:芜湖:计算:单位	
DYPT9035		DYH009		港口货物及旅客吞吐量					货物吞吐量:内河:武汉:计算:单位									CargoThroughput:River:WuhanPort:ComputeUnits														一、货物吞吐量[48_5]:武汉:计算:单位	
DYPT9036		DYH009		港口货物及旅客吞吐量					货物吞吐量:内河:岳阳:计算:单位									CargoThroughput:River:YueyangPort:TheUnit														一、货物吞吐量[48_5]:岳阳:计算:单位	
DYPT9037		DYH009		港口货物及旅客吞吐量					货物吞吐量:内河:佛山:计算:单位									CargoThroughput:River:FoshanPort:TheUnit														一、货物吞吐量[48_5]:佛山:计算:单位	
DYPT9038		DYH009		港口货物及旅客吞吐量					货物吞吐量:内河:重庆:计算:单位									CargoThroughput:River:ChongqingPort:ComputeUnits														一、货物吞吐量[48_5]:重庆:计算:单位	
DYPT9039		DYH009		港口货物及旅客吞吐量					货物吞吐量:备注									CargoThroughput:Note:TheUnitOfMeasure														一、货物吞吐量[48_5]:注	
DYPT9040		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:全国总计:计算:单位									NationalTotalForeignTradeCargoThroughput:CalculatingUnit														二、外贸货物吞吐量[48_5]:全国总计:计算:单位	
DYPT9041		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:沿海合计:计算:单位									ForeignTradeCargoThroughput:CoastalTotal:CalculateUnit														二、外贸货物吞吐量[48_5]:1.沿海合计:计算:单位	
DYPT9042		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:沿海:大连:计算:单位									ForeignTradeCargoThroughput:Coastal:DalianPort:TheUnitOfMeasure														二、外贸货物吞吐量[48_5]:#大连:计算:单位	
DYPT9043		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:沿海:营口:计算:单位									ForeignTradeCargoThroughput:Coastal:YingkouPort:ComputeUnits														二、外贸货物吞吐量[48_5]:营口:计算:单位	
DYPT9044		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:沿海:秦皇岛:计算:单位									ForeignTradeCargoThroughput:Coastal:QinhuangdaoPort:ComputeUnits														二、外贸货物吞吐量[48_5]:秦皇岛:计算:单位	
DYPT9045		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:沿海:黄骅:计算:单位									ForeignTradeCargoThroughput:Coastal:HuanghuaPort:ComputeUnits														二、外贸货物吞吐量[48_5]:黄骅:计算:单位	
DYPT9046		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:沿海:唐山:计算:单位									ForeignTradeCargoThroughput:Coastal:TangshanPort:TheUnit														二、外贸货物吞吐量[48_5]:唐山:计算:单位	
DYPT9047		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:沿海:天津:计算:单位									ForeignTradeCargoThroughput:Coastal:TianjinPort:ComputeUnits														二、外贸货物吞吐量[48_5]:天津:计算:单位	
DYPT9048		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:沿海:烟台:计算:单位									ForeignTradeCargoThroughput:Coastal:Yantai:ComputeUnits														二、外贸货物吞吐量[48_5]:烟台:计算:单位	
DYPT9049		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:沿海:青岛:计算:单位									ForeignTradeCargoThroughput:Coastal:QingdaoPort:ComputeUnits														二、外贸货物吞吐量[48_5]:青岛:计算:单位	
DYPT9050		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:沿海:日照:计算:单位									ForeignTradeCargoThroughput:Coastal:RizhaoPort:ComputeUnits														二、外贸货物吞吐量[48_5]:日照:计算:单位	
DYPT9051		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:沿海:上海:计算:单位									ForeignTradeCargoThroughput:Coastal:Shanghai:ComputeUnits														二、外贸货物吞吐量[48_5]:上海:计算:单位	
DYPT9052		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:沿海:连云港:计算:单位									ForeignTradeCargoThroughput:Coastal:Lianyungang:ComputeUnits														二、外贸货物吞吐量[48_5]:连云港:计算:单位	
DYPT9053		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:沿海:宁波-舟山港:计算:单位									ForeignTradeCargoThroughput:Coastal:Ningbo-ZhoushanPort:ComputeUnits														二、外贸货物吞吐量[48_5]:宁波-舟山港:计算:单位	
DYPT9054		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:沿海:福州:计算:单位									ForeignTradeCargoThroughput:Coastal:FuzhouPort:ComputeUnits														二、外贸货物吞吐量[48_5]:福州:计算:单位	
DYPT9055		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:沿海:泉州:计算:单位									ForeignTradeCargoThroughput:Coastal:QuanzhouPort:TheUnitOfMeasure														二、外贸货物吞吐量[48_5]:泉州:计算:单位	
DYPT9056		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:沿海:厦门:计算:单位									ForeignTradeCargoThroughput:Coastal:XiamenPort:ComputeUnits														二、外贸货物吞吐量[48_5]:厦门:计算:单位	
DYPT9057		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:沿海:深圳:计算:单位									ForeignTradeCargoThroughput:Coastal:ShenzhenPort:ComputeUnits														二、外贸货物吞吐量[48_5]:深圳:计算:单位	
DYPT9058		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:沿海:广州:计算:单位									ForeignTradeCargoThroughput:Coastal:GuangzhouPort:ComputeUnits														二、外贸货物吞吐量[48_5]:广州:计算:单位	
DYPT9059		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:沿海:湛江:计算:单位									ForeignTradeCargoThroughput:Coastal:ZhanjiangPort:ComputeUnits														二、外贸货物吞吐量[48_5]:湛江:计算:单位	
DYPT9060		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:沿海:北部湾港:计算:单位									"ForeignTradeCargoThroughput:Coastal:NorthBay,HongKong:TheUnitOfMeasure"														二、外贸货物吞吐量[48_5]:北部湾港:计算:单位	
DYPT9061		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:内河合计:计算:单位									ForeignTradeCargoThroughput:River:TheUnitOfMeasure														二、外贸货物吞吐量[48_5]:2.内河合计:计算:单位	
DYPT9062		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:内河:南京:计算:单位									ForeignTradeCargoThroughput:River:NanjingPort:ComputeUnits														二、外贸货物吞吐量[48_5]:#南京:计算:单位	
DYPT9063		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:内河:镇江:计算:单位									ForeignTradeCargoThroughput:River:ZhenjiangPort:TheUnitOfMeasure														二、外贸货物吞吐量[48_5]:镇江:计算:单位	
DYPT9064		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:内河:苏州:计算:单位									ForeignTradeCargoThroughput:River:SuzhouPort:ComputeUnits														二、外贸货物吞吐量[48_5]:苏州:计算:单位	
DYPT9065		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:内河:南通:计算:单位									ForeignTradeCargoThroughput:River:NantongPort:TheUnit														二、外贸货物吞吐量[48_5]:南通:计算:单位	
DYPT9066		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:内河:江阴:计算:单位									ForeignTradeCargoThroughput:River:JiangyinPort:TheUnit														二、外贸货物吞吐量[48_5]:江阴:计算:单位	
DYPT9067		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:内河:泰州:计算:单位									ForeignTradeCargoThroughput:River:TaizhouPort:ComputeUnits														二、外贸货物吞吐量[48_5]:泰州:计算:单位	
DYPT9068		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:内河:无锡:计算:单位									ForeignTradeCargoThroughput:River:WuxiPort:TheUnit														二、外贸货物吞吐量[48_5]:无锡:计算:单位	
DYPT9069		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:内河:上海:计算:单位									ForeignTradeCargoThroughput:River:Shanghai:ComputeUnits														二、外贸货物吞吐量[48_5]:上海:计算:单位	
DYPT9070		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:内河:杭州:计算:单位									ForeignTradeCargoThroughput:River:HangzhouHongKong:TheUnitOfMeasure														二、外贸货物吞吐量[48_5]:杭州:计算:单位	
DYPT9071		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:内河:嘉兴内河:计算:单位									ForeignTradeCargoThroughput:River:JiaxingRiverPort:ComputeUnits														二、外贸货物吞吐量[48_5]:嘉兴内河:计算:单位	
DYPT9072		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:内河:湖州:计算:单位									ForeignTradeCargoThroughput:River:HuzhouPort:TheUnit														二、外贸货物吞吐量[48_5]:湖州:计算:单位	
DYPT9073		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:内河:芜湖:计算:单位									ForeignTradeCargoThroughput:River:WuhuPort:TheUnit														二、外贸货物吞吐量[48_5]:芜湖:计算:单位	
DYPT9074		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:内河:武汉:计算:单位									ForeignTradeCargoThroughput:River:WuhanPort:ComputeUnits														二、外贸货物吞吐量[48_5]:武汉:计算:单位	
DYPT9075		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:内河:岳阳:计算:单位									ForeignTradeCargoThroughput:River:YueyangPort:TheUnit														二、外贸货物吞吐量[48_5]:岳阳:计算:单位	
DYPT9076		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:内河:佛山:计算:单位									ForeignTradeCargoThroughput:River:FoshanPort:TheUnit														二、外贸货物吞吐量[48_5]:佛山:计算:单位	
DYPT9077		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:内河:重庆:计算:单位									ForeignTradeCargoThroughput:River:ChongqingPort:ComputeUnits														二、外贸货物吞吐量[48_5]:重庆:计算:单位	
DYPT9078		DYH009		港口货物及旅客吞吐量					外贸货物吞吐量:备注									ForeignTradeCargoThroughput:Note:TheUnitOfMeasure														二、外贸货物吞吐量[48_5]:注	
DYPT9079		DYH009		港口货物及旅客吞吐量					集装箱吞吐量:全国总计:计算:单位									ContainerThroughput:NationalTotal:CalculateUnit														三、集装箱吞吐量[21_5]:全国总计:计算:单位	
DYPT9080		DYH009		港口货物及旅客吞吐量					集装箱吞吐量:沿海合计:计算:单位									ContainerThroughput:CoastalTotal:CalculateUnit														三、集装箱吞吐量[21_5]:1.沿海合计:计算:单位	
DYPT9081		DYH009		港口货物及旅客吞吐量					集装箱吞吐量:沿海:大连:计算:单位									ContainerThroughput:Coastal:DalianPort:TheUnitOfMeasure														三、集装箱吞吐量[21_5]:#大连:计算:单位	
